compliance_id,propertyid,compliance_type,last_inspection_date,next_due_date,days_until_due,status,risk_level,responsible_person,regulatory_body,certificate_reference,notes,remedial_actions_required,property_type,is_higher_risk,property_age_years,blockid,estateid,patchid
4897,487,Smoke/Heat Detector Test,2024-12-23,2025-12-18,234,Compliant,Low,Ms Hollie Power,Fire and Rescue Authority,SMO-hY189KT-2024,,,Flat,False,,,,3.0
4898,487,Water Risk Assessment,2024-12-31,2026-12-21,602,Compliant,Critical,Miss Elaine Hall,Health and Safety Executive,WAT-fC701hL-2024,,,Flat,False,,,,3.0
4899,488,Fire Risk Assessment,2024-05-17,2025-05-12,14,Due Soon,Low,Anthony Gray,Regulator of Social Housing,FIR-Rp617Hz-2024,Contractor appointment pending.,,Flat,False,,,,4.0
4900,488,Gas Safety Certificate,2024-09-23,2025-09-18,143,Compliant,Medium,Mark Carr,Health and Safety Executive,GAS-iZ929qn-2024,,,Flat,False,,,,4.0
4901,488,Electrical Installation Condition Report,2024-06-03,2029-05-08,1471,Compliant,Critical,Charles Hill,Local Authority Building Control,ELE-nc196TQ-2024,,,Flat,False,,,,4.0
4902,488,Asbestos Survey,2023-11-10,2025-10-30,185,Compliant,Low,Katy Hughes,Housing Ombudsman,ASB-lJ824yB-2023,,,Flat,False,,,,4.0
4903,488,Legionella Risk Assessment,2025-01-17,2027-01-07,619,Compliant,Low,Deborah Duncan,Regulator of Social Housing,LEG-Oi994cp-2025,,,Flat,False,,,,4.0
4904,488,Lift Inspection,2025-03-06,2025-09-02,127,Compliant,High,Hugh Evans,Housing Ombudsman,LIF-pB559fU-2025,,,Flat,False,,,,4.0
4905,488,Emergency Lighting Test,2025-03-31,2026-03-26,332,Compliant,High,Dr Richard Field,Fire and Rescue Authority,EME-Ig954UF-2025,,,Flat,False,,,,4.0
4906,488,Fire Alarm System Test,2024-11-30,2025-05-29,31,Compliant,Low,Carol Newman-Craig,Regulator of Social Housing,FIR-Qj658Qh-2024,,,Flat,False,,,,4.0
4907,488,Fire Extinguisher Inspection,2024-10-26,2025-10-21,176,Compliant,Medium,Dr Ross Fraser,Local Authority Building Control,FIR-wk061YQ-2024,,,Flat,False,,,,4.0
4908,488,Smoke/Heat Detector Test,2025-04-19,2026-04-14,351,Compliant,Low,Mr Nathan Kennedy,Housing Ombudsman,SMO-ud736jd-2025,,,Flat,False,,,,4.0
4909,488,Water Risk Assessment,2023-12-30,2025-12-19,235,Compliant,Low,Leonard Phillips,Health and Safety Executive,WAT-Ea657Zi-2023,Minor recommendations noted for future reference.,,Flat,False,,,,4.0
4910,489,Fire Risk Assessment,2024-07-10,2025-07-05,68,Compliant,Medium,Joanna Clarke-Wilkinson,Regulator of Social Housing,FIR-Az381dh-2024,,,Block of Flats,False,,,,1.0
4911,489,Gas Safety Certificate,2025-01-26,2026-01-21,268,Compliant,Low,Mr Clive Howard,Fire and Rescue Authority,GAS-sV035oN-2025,,,Block of Flats,False,,,,1.0
4912,489,Electrical Installation Condition Report,2022-02-04,2027-01-09,621,Compliant,Low,Julie Gregory-Marshall,Local Authority Building Control,ELE-Nn240BM-2022,,,Block of Flats,False,,,,1.0
4913,489,Asbestos Survey,2024-08-28,2026-08-18,477,Compliant,High,Simon Phillips,Regulator of Social Housing,ASB-ta843kX-2024,,,Block of Flats,False,,,,1.0
4914,489,Legionella Risk Assessment,2024-05-12,2026-05-02,369,Compliant,Low,Charlie Wilkinson-Wood,Health and Safety Executive,LEG-KI904wp-2024,No issues found.,,Block of Flats,False,,,,1.0
4915,489,Emergency Lighting Test,2024-12-11,2025-12-06,222,Compliant,Medium,Phillip Lawrence,Housing Ombudsman,EME-GN450Gk-2024,,,Block of Flats,False,,,,1.0
4916,489,Fire Alarm System Test,2024-11-30,2025-05-29,31,Compliant,High,Damien Shaw-John,Health and Safety Executive,FIR-BZ657iq-2024,,,Block of Flats,False,,,,1.0
4917,489,Fire Extinguisher Inspection,2025-02-04,2026-01-30,277,Compliant,Medium,Leon Hunter,Regulator of Social Housing,FIR-Sx860fv-2025,,,Block of Flats,False,,,,1.0
4918,489,Smoke/Heat Detector Test,2024-05-14,2025-05-09,11,Due Soon,Low,Janet Kemp,Health and Safety Executive,SMO-XT729rY-2024,Reminder sent to property manager.,,Block of Flats,False,,,,1.0
4919,489,Water Risk Assessment,2023-05-30,2025-05-19,21,Due Soon,Low,Joanna Roberts,Fire and Rescue Authority,WAT-ya981vr-2023,,,Block of Flats,False,,,,1.0
4920,490,Fire Risk Assessment,2024-12-27,2025-12-22,238,Compliant,Low,Graham Marshall-Robinson,Housing Ombudsman,FIR-wS761JA-2024,,,Flat,False,,,,5.0
4921,490,Gas Safety Certificate,2024-12-02,2025-11-27,213,Due Soon,Medium,Marcus Morgan,Regulator of Social Housing,GAS-KD940RA-2024,,,Flat,False,,,,5.0
4922,490,Electrical Installation Condition Report,2024-06-26,2029-05-31,1494,Compliant,Low,Andrea Jones,Housing Ombudsman,ELE-pz967Qa-2024,,,Flat,False,,,,5.0
4923,490,Asbestos Survey,2023-10-29,2025-10-18,173,Compliant,Low,Dr Jeremy Bruce,Regulator of Social Housing,ASB-cv786KR-2023,,,Flat,False,,,,5.0
4924,490,Legionella Risk Assessment,2023-10-08,2025-09-27,152,Compliant,Medium,Charles Brown,Local Authority Building Control,LEG-pg228jI-2023,,,Flat,False,,,,5.0
4925,490,Lift Inspection,2025-01-02,2025-07-01,64,Compliant,Low,Carolyn Hall,Building Safety Regulator,LIF-Vs501EL-2025,No issues found.,,Flat,False,,,,5.0
4926,490,Emergency Lighting Test,2025-03-26,2026-03-21,327,Compliant,Medium,Anthony Herbert-Sharpe,Building Safety Regulator,EME-lU357da-2025,,,Flat,False,,,,5.0
4927,490,Fire Alarm System Test,2024-11-27,2025-05-26,28,Due Soon,Medium,Mr Carl Bates,Regulator of Social Housing,FIR-aa070WR-2024,,,Flat,False,,,,5.0
4928,490,Fire Extinguisher Inspection,2024-09-27,2025-09-22,147,Compliant,Low,Pauline Atkins,Building Safety Regulator,FIR-Aw954ek-2024,,,Flat,False,,,,5.0
4929,490,Smoke/Heat Detector Test,2025-03-07,2026-03-02,308,Compliant,Medium,Dr Louise Joyce,Housing Ombudsman,SMO-kc028cT-2025,,,Flat,False,,,,5.0
4930,490,Water Risk Assessment,2024-06-22,2026-06-12,410,Due Soon,Medium,Catherine Morris-Campbell,Building Safety Regulator,WAT-DT351TB-2024,Renewal process initiated.,,Flat,False,,,,5.0
4931,491,Fire Risk Assessment,2025-01-24,2026-01-19,266,Compliant,High,Phillip Fleming,Regulator of Social Housing,FIR-if842uL-2025,,,Flat,False,,,,8.0
4932,491,Gas Safety Certificate,2024-08-18,2025-08-13,107,Compliant,Medium,Sylvia Henry,Health and Safety Executive,GAS-jC615FX-2024,,,Flat,False,,,,8.0
4933,491,Electrical Installation Condition Report,2024-07-01,2029-06-05,1499,Compliant,Low,Nigel Wilson,Local Authority Building Control,ELE-BP587sy-2024,,,Flat,False,,,,8.0
4934,491,Asbestos Survey,2023-07-03,2025-06-22,55,Compliant,Low,Dr Mitchell Smith,Housing Ombudsman,ASB-UL093KE-2023,,,Flat,False,,,,8.0
4935,491,Legionella Risk Assessment,2024-11-10,2026-10-31,551,Compliant,Low,Louise Powell-Hamilton,Housing Ombudsman,LEG-GH923rI-2024,,,Flat,False,,,,8.0
4936,491,Lift Inspection,2025-01-15,2025-07-14,77,Compliant,Medium,Alison Hunter,Health and Safety Executive,LIF-Pn663AI-2025,Minor recommendations noted for future reference.,,Flat,False,,,,8.0
4937,491,Emergency Lighting Test,2025-01-14,2026-01-09,256,Compliant,High,Bradley Wilson,Local Authority Building Control,EME-To333ch-2025,,,Flat,False,,,,8.0
4938,491,Fire Alarm System Test,2025-04-12,2025-10-09,164,Compliant,Low,Craig Edwards,Building Safety Regulator,FIR-WI254Gh-2025,,,Flat,False,,,,8.0
4939,491,Fire Extinguisher Inspection,2025-03-04,2026-02-27,305,Compliant,Low,Hilary Roberts,Health and Safety Executive,FIR-rA728sa-2025,,,Flat,False,,,,8.0
4940,491,Smoke/Heat Detector Test,2024-08-30,2025-08-25,119,Due Soon,Critical,Ms Eileen Short,Housing Ombudsman,SMO-if287LG-2024,,Schedule inspection immediately.,Flat,False,,,,8.0
4941,491,Water Risk Assessment,2025-02-25,2027-02-15,658,Compliant,Medium,Jasmine Chapman,Housing Ombudsman,WAT-JO095up-2025,,,Flat,False,,,,8.0
4942,492,Fire Risk Assessment,2024-09-18,2025-09-13,138,Compliant,High,Sandra Davis,Housing Ombudsman,FIR-SK660rW-2024,,,House,False,,,,5.0
4943,492,Electrical Installation Condition Report,2024-05-02,2029-04-06,1439,Critical Overdue,High,Albert Short,Housing Ombudsman,ELE-gX274rv-2024,Legal compliance team notified of breach.,Review previous inspection reports for recurring issues.,House,False,,,,5.0
4944,492,Asbestos Survey,2023-06-10,2025-05-30,32,Compliant,Medium,Joseph Singh,Building Safety Regulator,ASB-ma694tM-2023,,,House,False,,,,5.0
4945,492,Legionella Risk Assessment,2024-03-05,2026-02-23,301,Compliant,Medium,Jodie Tucker,Local Authority Building Control,LEG-oR309Zq-2024,,,House,False,,,,5.0
4946,492,Emergency Lighting Test,2024-12-03,2025-11-28,214,Compliant,High,Mitchell Green,Fire and Rescue Authority,EME-wa114wx-2024,,,House,False,,,,5.0
4947,492,Fire Alarm System Test,2025-01-09,2025-07-08,71,Compliant,Medium,Maureen Ali,Fire and Rescue Authority,FIR-HS941og-2025,,,House,False,,,,5.0
4948,492,Fire Extinguisher Inspection,2025-02-05,2026-01-31,278,Compliant,Medium,Shirley Evans,Building Safety Regulator,FIR-zZ730Yl-2025,,,House,False,,,,5.0
4949,492,Smoke/Heat Detector Test,2024-10-31,2025-10-26,181,Overdue,Medium,Ms Elaine King,Health and Safety Executive,SMO-KE073mz-2024,Tenant access problems delaying inspection.,Prepare documentation for regulatory submission.,House,False,,,,5.0
4950,492,Water Risk Assessment,2024-10-20,2026-10-10,530,Compliant,Low,Dr Adrian Quinn,Local Authority Building Control,WAT-aG441vL-2024,,,House,False,,,,5.0
4951,493,Fire Risk Assessment,2025-01-08,2026-01-03,250,Due Soon,Low,Janet Cook,Regulator of Social Housing,FIR-Xn522AK-2025,,Contact approved contractor for assessment.,Flat,False,,,,1.0
4952,493,Gas Safety Certificate,2024-09-14,2025-09-09,134,Compliant,Low,Russell Barrett-Griffin,Health and Safety Executive,GAS-JK664RX-2024,,,Flat,False,,,,1.0
4953,493,Electrical Installation Condition Report,2022-09-26,2027-08-31,855,Compliant,Low,Julie Armstrong,Fire and Rescue Authority,ELE-eT468yG-2022,,,Flat,False,,,,1.0
4954,493,Legionella Risk Assessment,2024-02-10,2026-01-30,277,Compliant,Low,Joyce Carter,Local Authority Building Control,LEG-wt154hT-2024,,,Flat,False,,,,1.0
4955,493,Lift Inspection,2024-12-27,2025-06-25,58,Compliant,Low,Mr Mohammad O'Neill,Local Authority Building Control,LIF-et878RL-2024,,,Flat,False,,,,1.0
4956,493,Emergency Lighting Test,2024-06-08,2025-06-03,36,Compliant,Medium,Antony Hart,Health and Safety Executive,EME-HW432HW-2024,Routine inspection completed successfully.,,Flat,False,,,,1.0
4957,493,Fire Alarm System Test,2025-01-16,2025-07-15,78,Compliant,High,Natasha Green,Building Safety Regulator,FIR-Jg858AM-2025,,,Flat,False,,,,1.0
4958,493,Fire Extinguisher Inspection,2024-09-18,2025-09-13,138,Compliant,Low,Dr Ronald Jones,Fire and Rescue Authority,FIR-Wr390fa-2024,Fully compliant with current regulations.,,Flat,False,,,,1.0
4959,493,Smoke/Heat Detector Test,2025-02-06,2026-02-01,279,Compliant,Medium,Martin Wells,Housing Ombudsman,SMO-uh169sU-2025,,,Flat,False,,,,1.0
4960,493,Water Risk Assessment,2025-01-06,2026-12-27,608,Compliant,High,Callum Fisher-Collier,Local Authority Building Control,WAT-Vs042vs-2025,Fully compliant with current regulations.,,Flat,False,,,,1.0
4961,494,Fire Risk Assessment,2025-01-01,2025-12-27,243,Compliant,Low,Elliot Stone,Regulator of Social Housing,FIR-pu490IO-2025,,,Flat,False,,,,6.0
4962,494,Gas Safety Certificate,2024-05-09,2025-05-04,6,Due Soon,Low,Brenda Norris,Local Authority Building Control,GAS-WZ164kP-2024,,Schedule inspection immediately.,Flat,False,,,,6.0
4963,494,Electrical Installation Condition Report,2023-10-29,2028-10-02,1253,Compliant,Medium,Mr Owen Lees,Local Authority Building Control,ELE-Sb414as-2023,,,Flat,False,,,,6.0
4964,494,Asbestos Survey,2023-11-19,2025-11-08,194,Compliant,Medium,Benjamin Sheppard,Fire and Rescue Authority,ASB-Gc003Yi-2023,,,Flat,False,,,,6.0
4965,494,Legionella Risk Assessment,2025-02-22,2027-02-12,655,Compliant,Critical,Natasha Roberts,Building Safety Regulator,LEG-vC169My-2025,,,Flat,False,,,,6.0
4966,494,Lift Inspection,2024-12-31,2025-06-29,62,Compliant,Low,Russell Fuller,Health and Safety Executive,LIF-Jq494MW-2024,,,Flat,False,,,,6.0
4967,494,Emergency Lighting Test,2024-10-20,2025-10-15,170,Compliant,Medium,Mr Clifford White,Regulator of Social Housing,EME-bP581Eb-2024,,,Flat,False,,,,6.0
4968,494,Fire Alarm System Test,2024-11-11,2025-05-10,12,Due Soon,Medium,Ms Kathryn Campbell,Health and Safety Executive,FIR-Iz001vZ-2024,,,Flat,False,,,,6.0
4969,494,Fire Extinguisher Inspection,2024-10-28,2025-10-23,178,Compliant,Low,Mrs Christine Heath,Regulator of Social Housing,FIR-rd628EU-2024,,,Flat,False,,,,6.0
4970,494,Smoke/Heat Detector Test,2024-05-23,2025-05-18,20,Due Soon,Low,Owen Clark,Local Authority Building Control,SMO-oC962Au-2024,Inspection scheduled for next month.,,Flat,False,,,,6.0
4971,495,Fire Risk Assessment,2024-09-10,2025-09-05,130,Critical Overdue,Low,Mrs Rachael Andrews,Housing Ombudsman,FIR-AJ912mT-2024,Emergency inspection being arranged.,Implement temporary safety measures until full compliance achieved.,Flat,False,,,,5.0
4972,495,Gas Safety Certificate,2024-12-15,2025-12-10,226,Compliant,Medium,Mathew Mann,Local Authority Building Control,GAS-Ox915AX-2024,,,Flat,False,,,,5.0
4973,495,Electrical Installation Condition Report,2022-02-12,2027-01-17,629,Compliant,Medium,Joshua Begum-Murphy,Housing Ombudsman,ELE-xY087Xz-2022,,,Flat,False,,,,5.0
4974,495,Asbestos Survey,2024-05-19,2026-05-09,376,Compliant,Critical,Glenn Hutchinson-Robertson,Local Authority Building Control,ASB-iI208Sa-2024,,,Flat,False,,,,5.0
4975,495,Legionella Risk Assessment,2024-08-28,2026-08-18,477,Compliant,Low,Russell White,Fire and Rescue Authority,LEG-kd726Rn-2024,,,Flat,False,,,,5.0
4976,495,Lift Inspection,2025-01-30,2025-07-29,92,Compliant,Medium,Dr Bethany Dale,Health and Safety Executive,LIF-pR709pY-2025,,,Flat,False,,,,5.0
4977,495,Emergency Lighting Test,2025-04-23,2026-04-18,355,Compliant,Low,Donna Yates,Building Safety Regulator,EME-EV601nf-2025,,,Flat,False,,,,5.0
4978,495,Fire Alarm System Test,2024-11-16,2025-05-15,17,Due Soon,Medium,Dawn Bailey,Health and Safety Executive,FIR-ee221zS-2024,Follow-up required before expiry.,Review previous inspection reports for recurring issues.,Flat,False,,,,5.0
4979,495,Fire Extinguisher Inspection,2024-11-27,2025-11-22,208,Compliant,Medium,Ms Jessica Young,Housing Ombudsman,FIR-es840IH-2024,,,Flat,False,,,,5.0
4980,495,Smoke/Heat Detector Test,2024-07-04,2025-06-29,62,Compliant,Low,Dr Beverley O'Brien,Housing Ombudsman,SMO-VZ568xH-2024,No issues found.,,Flat,False,,,,5.0
4981,495,Water Risk Assessment,2024-06-15,2026-06-05,403,Compliant,Low,Carl Ford-Barnes,Local Authority Building Control,WAT-zS993xw-2024,Routine inspection completed successfully.,,Flat,False,,,,5.0
4982,496,Fire Risk Assessment,2024-12-26,2025-12-21,237,Compliant,High,Peter Davis,Building Safety Regulator,FIR-bZ797iw-2024,,,House,False,,,,7.0
4983,496,Gas Safety Certificate,2025-01-02,2025-12-28,244,Compliant,Critical,Paul Quinn,Fire and Rescue Authority,GAS-tP359ii-2025,,,House,False,,,,7.0
4984,496,Electrical Installation Condition Report,2024-03-13,2029-02-15,1389,Compliant,Low,Kayleigh Page,Fire and Rescue Authority,ELE-RL485Bn-2024,,,House,False,,,,7.0
4985,496,Asbestos Survey,2024-02-08,2026-01-28,275,Compliant,Medium,Lisa Webb,Regulator of Social Housing,ASB-Ar547xC-2024,,,House,False,,,,7.0
4986,496,Legionella Risk Assessment,2023-12-13,2025-12-02,218,Compliant,Low,Jacob Morgan-Bryan,Health and Safety Executive,LEG-Di771TO-2023,No issues found.,,House,False,,,,7.0
4987,496,Fire Alarm System Test,2024-12-30,2025-06-28,61,Compliant,High,Mr Leonard O'Neill,Building Safety Regulator,FIR-dP273TI-2024,,,House,False,,,,7.0
4988,496,Fire Extinguisher Inspection,2025-02-02,2026-01-28,275,Compliant,High,Kerry Birch,Building Safety Regulator,FIR-SY685En-2025,,,House,False,,,,7.0
4989,496,Smoke/Heat Detector Test,2025-01-23,2026-01-18,265,Due Soon,High,Mrs Zoe Thomas,Fire and Rescue Authority,SMO-yI889tI-2025,,,House,False,,,,7.0
4990,496,Water Risk Assessment,2025-02-21,2027-02-11,654,Compliant,Medium,Callum Booth,Building Safety Regulator,WAT-uE326pg-2025,No issues found.,,House,False,,,,7.0
4991,497,Fire Risk Assessment,2025-04-23,2026-04-18,355,Compliant,Low,Adam Williams,Housing Ombudsman,FIR-QC579iU-2025,,,House,False,,,,
4992,497,Gas Safety Certificate,2024-09-14,2025-09-09,134,Compliant,High,Julia Green,Regulator of Social Housing,GAS-Ai471AT-2024,Routine inspection completed successfully.,,House,False,,,,
4993,497,Electrical Installation Condition Report,2024-07-17,2029-06-21,1515,Compliant,High,Miss Chloe Stokes,Regulator of Social Housing,ELE-AD311tj-2024,,,House,False,,,,
4994,497,Asbestos Survey,2023-08-09,2025-07-29,92,Compliant,Medium,Denis May,Fire and Rescue Authority,ASB-RE949lW-2023,Minor recommendations noted for future reference.,,House,False,,,,
4995,497,Legionella Risk Assessment,2024-06-17,2026-06-07,405,Compliant,High,Rosie Patel-Vincent,Housing Ombudsman,LEG-NA949rn-2024,No issues found.,,House,False,,,,
4996,497,Emergency Lighting Test,2024-05-27,2025-05-22,24,Due Soon,Low,Robert Wright-Jones,Regulator of Social Housing,EME-zI816Ph-2024,,Review previous inspection reports for recurring issues.,House,False,,,,
4997,497,Fire Alarm System Test,2025-02-24,2025-08-23,117,Compliant,Medium,Miss Lydia Anderson,Building Safety Regulator,FIR-tK345PS-2025,,,House,False,,,,
4998,497,Fire Extinguisher Inspection,2024-08-19,2025-08-14,108,Compliant,Low,Roy Shepherd,Regulator of Social Housing,FIR-ok100yF-2024,,,House,False,,,,
4999,497,Smoke/Heat Detector Test,2024-07-21,2025-07-16,79,Compliant,Medium,Rebecca Henderson,Regulator of Social Housing,SMO-as569oa-2024,,,House,False,,,,
5000,497,Water Risk Assessment,2025-02-21,2027-02-11,654,Compliant,High,Christine Murray,Housing Ombudsman,WAT-xI733mG-2025,Routine inspection completed successfully.,,House,False,,,,
5001,498,Fire Risk Assessment,2025-03-15,2026-03-10,316,Compliant,Low,Dr Danny Wilson,Building Safety Regulator,FIR-QG767yt-2025,,,House,False,,,,4.0
5002,498,Gas Safety Certificate,2024-09-14,2025-09-09,134,Compliant,High,Rebecca Rees,Housing Ombudsman,GAS-Zw030uB-2024,,,House,False,,,,4.0
5003,498,Electrical Installation Condition Report,2020-10-02,2025-09-06,131,Compliant,Low,Martyn Lewis,Health and Safety Executive,ELE-KJ113Zn-2020,,,House,False,,,,4.0
5004,498,Asbestos Survey,2024-09-21,2026-09-11,501,Compliant,Low,Lisa Francis,Building Safety Regulator,ASB-TP368SB-2024,Routine inspection completed successfully.,,House,False,,,,4.0
5005,498,Legionella Risk Assessment,2023-11-22,2025-11-11,197,Compliant,Low,Dean Humphreys,Regulator of Social Housing,LEG-Ph402FS-2023,,,House,False,,,,4.0
5006,498,Emergency Lighting Test,2024-06-21,2025-06-16,49,Compliant,Low,Mrs Gail Smith,Local Authority Building Control,EME-Lj193lz-2024,,,House,False,,,,4.0
5007,498,Fire Alarm System Test,2025-02-28,2025-08-27,121,Compliant,High,Jennifer Iqbal,Housing Ombudsman,FIR-db423tg-2025,,,House,False,,,,4.0
5008,498,Fire Extinguisher Inspection,2025-01-23,2026-01-18,265,Compliant,Critical,Frederick Morris,Regulator of Social Housing,FIR-Kc907Cy-2025,,,House,False,,,,4.0
5009,498,Water Risk Assessment,2025-04-23,2027-04-13,715,Compliant,Medium,Dr Danny Barnett,Health and Safety Executive,WAT-DZ151sx-2025,,,House,False,,,,4.0
5010,499,Fire Risk Assessment,2024-12-01,2025-11-26,212,Compliant,Medium,Sally Pritchard,Health and Safety Executive,FIR-SP238iN-2024,,,Flat,False,,,,1.0
5011,499,Gas Safety Certificate,2024-08-27,2025-08-22,116,Compliant,Low,Mrs Catherine Ellis,Building Safety Regulator,GAS-ld740MX-2024,,,Flat,False,,,,1.0
5012,499,Electrical Installation Condition Report,2025-02-25,2030-01-30,1738,Compliant,Critical,Julie Middleton,Health and Safety Executive,ELE-ea857sG-2025,,,Flat,False,,,,1.0
5013,499,Asbestos Survey,2024-05-17,2026-05-07,374,Due Soon,Low,Julia Cooke-Cole,Regulator of Social Housing,ASB-vM135Pr-2024,Follow-up required before expiry.,,Flat,False,,,,1.0
5014,499,Legionella Risk Assessment,2024-03-06,2026-02-24,302,Compliant,Medium,Christopher Hobbs,Regulator of Social Housing,LEG-Nb448Mk-2024,,,Flat,False,,,,1.0
5015,499,Lift Inspection,2024-11-16,2025-05-15,17,Due Soon,Medium,Charles Smith,Fire and Rescue Authority,LIF-oY854aT-2024,Renewal process initiated.,,Flat,False,,,,1.0
5016,499,Emergency Lighting Test,2024-07-24,2025-07-19,82,Compliant,Low,Kelly Griffiths-Ellis,Regulator of Social Housing,EME-zD854dI-2024,,,Flat,False,,,,1.0
5017,499,Fire Extinguisher Inspection,2024-11-18,2025-11-13,199,Compliant,Medium,Mr Jordan Jennings,Health and Safety Executive,FIR-GQ210xQ-2024,Routine inspection completed successfully.,,Flat,False,,,,1.0
5018,499,Smoke/Heat Detector Test,2024-08-06,2025-08-01,95,Not Applicable,Medium,Marie Webster,Health and Safety Executive,SMO-mf720fW-2024,,,Flat,False,,,,1.0
