propertyid,valuation_date,property_value_gbp,valuation_method,valuer,estimated_monthly_rent_gbp,rental_yield_percent,property_type,property_age_years,bedrooms,estateid,blockid,year
436,2020-04-29,151000,On-site Professional Valuation,Internal Valuation Team,645,5.12,Block of Flats,,2,,,2020
436,2021-04-29,160000,Automated Valuation Model,Independent Surveyor,706,5.29,Block of Flats,,2,,,2021
436,2022-04-29,171000,Comparative Market Analysis,Automated System,626,4.4,Block of Flats,,2,,,2022
436,2023-04-29,181000,Automated Valuation Model,Internal Valuation Team,902,5.98,Block of Flats,,2,,,2023
436,2024-04-28,187000,Cost Approach,"Ryan, Kirby and Bailey Valuations",677,4.34,Block of Flats,,2,,,2024
436,2025-04-28,196000,Cost Approach,Internal Valuation Team,842,5.15,Block of Flats,,2,,,2025
437,2020-04-29,300000,Comparative Market Analysis,Automated System,1428,5.71,House,,4,,,2020
437,2021-04-29,313000,Automated Valuation Model,Internal Valuation Team,1482,5.68,House,,4,,,2021
437,2022-04-29,337000,Comparative Market Analysis,Independent Surveyor,1639,5.84,House,,4,,,2022
437,2023-04-29,358000,Comparative Market Analysis,Automated System,1235,4.14,House,,4,,,2023
437,2024-04-28,381000,Cost Approach,Automated System,1444,4.55,House,,4,,,2024
437,2025-04-28,394000,Automated Valuation Model,Wilson Ltd Valuations,1822,5.55,House,,4,,,2025
438,2020-04-29,170000,Automated Valuation Model,Automated System,651,4.6,Flat,,4,,,2020
438,2021-04-29,182000,Comparative Market Analysis,Independent Surveyor,900,5.93,Flat,,4,,,2021
438,2022-04-29,196000,Income Capitalization,Internal Valuation Team,687,4.21,Flat,,4,,,2022
438,2023-04-29,210000,Cost Approach,Automated System,749,4.28,Flat,,4,,,2023
438,2024-04-28,219000,Cost Approach,Greenwood-Joyce Valuations,762,4.18,Flat,,4,,,2024
438,2025-04-28,236000,Comparative Market Analysis,Independent Surveyor,1154,5.87,Flat,,4,,,2025
439,2020-04-29,205000,Comparative Market Analysis,Independent Surveyor,698,4.09,House,,1,,,2020
439,2021-04-29,212000,On-site Professional Valuation,Automated System,823,4.66,House,,1,,,2021
439,2022-04-29,221000,Income Capitalization,Reynolds Inc Valuations,799,4.34,House,,1,,,2022
439,2023-04-29,233000,Income Capitalization,Rose Ltd Valuations,826,4.25,House,,1,,,2023
439,2024-04-28,250000,Automated Valuation Model,Automated System,1236,5.93,House,,1,,,2024
439,2025-04-28,266000,Income Capitalization,Dawson-Nelson Valuations,1118,5.04,House,,1,,,2025
440,2020-04-29,256000,Cost Approach,Independent Surveyor,1062,4.98,House,,3,,,2020
440,2021-04-29,274000,Comparative Market Analysis,Independent Surveyor,1134,4.97,House,,3,,,2021
440,2022-04-29,292000,Cost Approach,Smith-Bell Valuations,1320,5.42,House,,3,,,2022
440,2023-04-29,313000,Income Capitalization,Internal Valuation Team,1170,4.48,House,,3,,,2023
440,2024-04-28,324000,Income Capitalization,Internal Valuation Team,1347,4.99,House,,3,,,2024
440,2025-04-28,344000,Automated Valuation Model,RICS Registered Valuer,1415,4.94,House,,3,,,2025
441,2020-04-29,122000,On-site Professional Valuation,Jones-Collins Valuations,476,4.68,Flat,,1,,,2020
441,2021-04-29,129000,Cost Approach,Automated System,497,4.63,Flat,,1,,,2021
441,2022-04-29,137000,Comparative Market Analysis,RICS Registered Valuer,650,5.7,Flat,,1,,,2022
441,2023-04-29,142000,Automated Valuation Model,James-Tucker Valuations,559,4.73,Flat,,1,,,2023
441,2024-04-28,150000,Income Capitalization,Internal Valuation Team,695,5.56,Flat,,1,,,2024
441,2025-04-28,157000,Cost Approach,Forster LLC Valuations,566,4.33,Flat,,1,,,2025
442,2020-04-29,196000,Comparative Market Analysis,Internal Valuation Team,701,4.29,House,,1,,,2020
442,2021-04-29,204000,Income Capitalization,Independent Surveyor,984,5.79,House,,1,,,2021
442,2022-04-29,211000,Automated Valuation Model,Independent Surveyor,936,5.32,House,,1,,,2022
442,2023-04-29,220000,Comparative Market Analysis,Independent Surveyor,1073,5.85,House,,1,,,2023
442,2024-04-28,231000,On-site Professional Valuation,Automated System,828,4.3,House,,1,,,2024
442,2025-04-28,244000,Cost Approach,Independent Surveyor,835,4.11,House,,1,,,2025
443,2020-04-29,152000,Automated Valuation Model,RICS Registered Valuer,671,5.3,Flat,,3,,,2020
443,2021-04-29,159000,On-site Professional Valuation,Independent Surveyor,637,4.81,Flat,,3,,,2021
443,2022-04-29,168000,Automated Valuation Model,Internal Valuation Team,698,4.99,Flat,,3,,,2022
443,2023-04-29,179000,Comparative Market Analysis,RICS Registered Valuer,789,5.29,Flat,,3,,,2023
443,2024-04-28,185000,On-site Professional Valuation,Independent Surveyor,893,5.79,Flat,,3,,,2024
443,2025-04-28,193000,Cost Approach,RICS Registered Valuer,815,5.06,Flat,,3,,,2025
444,2020-04-29,202000,Automated Valuation Model,Automated System,909,5.4,Flat,,4,,,2020
444,2021-04-29,212000,Cost Approach,Automated System,784,4.44,Flat,,4,,,2021
444,2022-04-29,221000,Cost Approach,Independent Surveyor,1026,5.57,Flat,,4,,,2022
444,2023-04-29,235000,Comparative Market Analysis,Internal Valuation Team,896,4.58,Flat,,4,,,2023
444,2024-04-28,244000,On-site Professional Valuation,Automated System,1182,5.82,Flat,,4,,,2024
444,2025-04-28,261000,Income Capitalization,RICS Registered Valuer,1241,5.71,Flat,,4,,,2025
445,2020-04-29,280000,Income Capitalization,Independent Surveyor,966,4.14,House,,4,,,2020
445,2021-04-29,301000,Comparative Market Analysis,Automated System,1074,4.28,House,,4,,,2021
445,2022-04-29,316000,Cost Approach,Internal Valuation Team,1064,4.04,House,,4,,,2022
445,2023-04-29,329000,Comparative Market Analysis,Watts Ltd Valuations,1514,5.52,House,,4,,,2023
445,2024-04-28,344000,Comparative Market Analysis,Automated System,1418,4.95,House,,4,,,2024
445,2025-04-28,370000,Comparative Market Analysis,Internal Valuation Team,1525,4.95,House,,4,,,2025
446,2020-04-29,190000,Income Capitalization,"Jones, Wood and Craig Valuations",947,5.98,Flat,,4,,,2020
446,2021-04-29,200000,Comparative Market Analysis,Internal Valuation Team,918,5.51,Flat,,4,,,2021
446,2022-04-29,210000,Automated Valuation Model,Automated System,958,5.47,Flat,,4,,,2022
446,2023-04-29,224000,Cost Approach,Automated System,1116,5.98,Flat,,4,,,2023
446,2024-04-28,233000,Cost Approach,Independent Surveyor,955,4.92,Flat,,4,,,2024
446,2025-04-28,248000,On-site Professional Valuation,Automated System,1195,5.78,Flat,,4,,,2025
447,2020-04-29,153000,Comparative Market Analysis,RICS Registered Valuer,685,5.37,Flat,,3,,,2020
447,2021-04-29,165000,Income Capitalization,Independent Surveyor,785,5.71,Flat,,3,,,2021
447,2022-04-29,174000,Automated Valuation Model,Independent Surveyor,651,4.49,Flat,,3,,,2022
447,2023-04-29,181000,Automated Valuation Model,Internal Valuation Team,630,4.18,Flat,,3,,,2023
447,2024-04-28,195000,On-site Professional Valuation,Automated System,935,5.75,Flat,,3,,,2024
447,2025-04-28,211000,Income Capitalization,Independent Surveyor,1011,5.75,Flat,,3,,,2025
448,2020-04-29,156000,Cost Approach,Automated System,611,4.7,Flat,,2,,,2020
448,2021-04-29,165000,Cost Approach,Independent Surveyor,810,5.89,Flat,,2,,,2021
448,2022-04-29,172000,Cost Approach,"Watson, Allen and O'Brien Valuations",739,5.16,Flat,,2,,,2022
448,2023-04-29,178000,On-site Professional Valuation,Independent Surveyor,829,5.59,Flat,,2,,,2023
448,2024-04-28,186000,Automated Valuation Model,RICS Registered Valuer,921,5.94,Flat,,2,,,2024
448,2025-04-28,196000,Cost Approach,Fisher-Patel Valuations,702,4.3,Flat,,2,,,2025
449,2020-04-29,227000,Automated Valuation Model,Independent Surveyor,818,4.33,House,,2,,,2020
449,2021-04-29,235000,Automated Valuation Model,Internal Valuation Team,899,4.59,House,,2,,,2021
449,2022-04-29,244000,Comparative Market Analysis,Internal Valuation Team,1149,5.65,House,,2,,,2022
449,2023-04-29,257000,Cost Approach,Internal Valuation Team,859,4.01,House,,2,,,2023
449,2024-04-28,266000,Cost Approach,Wright Ltd Valuations,948,4.28,House,,2,,,2024
449,2025-04-28,283000,Income Capitalization,Internal Valuation Team,1306,5.54,House,,2,,,2025
450,2020-04-29,195000,Income Capitalization,Automated System,696,4.29,Flat,,4,,,2020
450,2021-04-29,207000,Income Capitalization,Internal Valuation Team,718,4.16,Flat,,4,,,2021
450,2022-04-29,218000,Automated Valuation Model,Automated System,856,4.71,Flat,,4,,,2022
450,2023-04-29,229000,Cost Approach,Independent Surveyor,1108,5.81,Flat,,4,,,2023
450,2024-04-28,242000,Automated Valuation Model,Independent Surveyor,877,4.35,Flat,,4,,,2024
450,2025-04-28,259000,Income Capitalization,Independent Surveyor,923,4.28,Flat,,4,,,2025
451,2020-04-29,174000,Cost Approach,Independent Surveyor,741,5.11,Flat,,4,,,2020
451,2021-04-29,180000,Automated Valuation Model,"Wood, Heath and Thomas Valuations",770,5.13,Flat,,4,,,2021
451,2022-04-29,187000,Automated Valuation Model,Internal Valuation Team,867,5.56,Flat,,4,,,2022
451,2023-04-29,194000,Cost Approach,Khan-Dale Valuations,790,4.88,Flat,,4,,,2023
451,2024-04-28,209000,Automated Valuation Model,Independent Surveyor,945,5.43,Flat,,4,,,2024
451,2025-04-28,220000,Automated Valuation Model,Automated System,888,4.84,Flat,,4,,,2025
452,2020-04-29,264000,Automated Valuation Model,Internal Valuation Team,1126,5.12,House,,4,,,2020
452,2021-04-29,282000,Cost Approach,RICS Registered Valuer,1229,5.23,House,,4,,,2021
452,2022-04-29,299000,On-site Professional Valuation,Freeman-Day Valuations,1183,4.75,House,,4,,,2022
452,2023-04-29,321000,Comparative Market Analysis,Automated System,1540,5.76,House,,4,,,2023
452,2024-04-28,333000,Automated Valuation Model,Kaur-Jones Valuations,1482,5.34,House,,4,,,2024
452,2025-04-28,350000,Comparative Market Analysis,Independent Surveyor,1198,4.11,House,,4,,,2025
453,2020-04-29,130000,Cost Approach,"Smith, Gallagher and Kemp Valuations",574,5.3,Flat,,1,,,2020
453,2021-04-29,135000,Automated Valuation Model,Independent Surveyor,515,4.58,Flat,,1,,,2021
453,2022-04-29,144000,On-site Professional Valuation,"Davies, Riley and Ali Valuations",509,4.24,Flat,,1,,,2022
453,2023-04-29,154000,Income Capitalization,Lewis Ltd Valuations,527,4.11,Flat,,1,,,2023
453,2024-04-28,160000,Automated Valuation Model,RICS Registered Valuer,731,5.48,Flat,,1,,,2024
453,2025-04-28,166000,Income Capitalization,Independent Surveyor,740,5.35,Flat,,1,,,2025
454,2020-04-29,170000,Comparative Market Analysis,Automated System,770,5.44,Flat,,3,,,2020
454,2021-04-29,180000,Comparative Market Analysis,Internal Valuation Team,660,4.4,Flat,,3,,,2021
454,2022-04-29,187000,On-site Professional Valuation,Internal Valuation Team,898,5.76,Flat,,3,,,2022
454,2023-04-29,195000,Comparative Market Analysis,Dixon-Robinson Valuations,684,4.21,Flat,,3,,,2023
454,2024-04-28,205000,Comparative Market Analysis,Independent Surveyor,702,4.11,Flat,,3,,,2024
454,2025-04-28,216000,Income Capitalization,Wells-James Valuations,1074,5.97,Flat,,3,,,2025
455,2020-04-29,213000,Automated Valuation Model,Shepherd-Matthews Valuations,928,5.23,House,,2,,,2020
455,2021-04-29,221000,Comparative Market Analysis,RICS Registered Valuer,791,4.29,House,,2,,,2021
455,2022-04-29,229000,Income Capitalization,RICS Registered Valuer,1048,5.49,House,,2,,,2022
455,2023-04-29,242000,Income Capitalization,Automated System,1089,5.4,House,,2,,,2023
455,2024-04-28,255000,Comparative Market Analysis,Murphy-Oliver Valuations,973,4.58,House,,2,,,2024
455,2025-04-28,269000,Automated Valuation Model,Automated System,1196,5.34,House,,2,,,2025
456,2020-04-29,150000,Automated Valuation Model,Automated System,527,4.21,Flat,,2,,,2020
456,2021-04-29,156000,Comparative Market Analysis,"Ward, Turnbull and Read Valuations",594,4.57,Flat,,2,,,2021
456,2022-04-29,163000,Comparative Market Analysis,Brown PLC Valuations,701,5.16,Flat,,2,,,2022
456,2023-04-29,172000,Cost Approach,RICS Registered Valuer,834,5.82,Flat,,2,,,2023
456,2024-04-28,181000,Cost Approach,Internal Valuation Team,821,5.45,Flat,,2,,,2024
456,2025-04-28,195000,On-site Professional Valuation,RICS Registered Valuer,766,4.72,Flat,,2,,,2025
457,2020-04-29,217000,Automated Valuation Model,Hudson PLC Valuations,979,5.41,House,,2,,,2020
457,2021-04-29,224000,Cost Approach,"Morton, Rose and Mistry Valuations",992,5.31,House,,2,,,2021
457,2022-04-29,235000,Income Capitalization,Independent Surveyor,1063,5.43,House,,2,,,2022
457,2023-04-29,251000,Automated Valuation Model,Internal Valuation Team,1112,5.32,House,,2,,,2023
457,2024-04-28,270000,Automated Valuation Model,Automated System,1190,5.29,House,,2,,,2024
457,2025-04-28,286000,On-site Professional Valuation,"Mitchell, Kennedy and Campbell Valuations",1039,4.36,House,,2,,,2025
458,2020-04-29,181000,On-site Professional Valuation,Clark-Evans Valuations,814,5.4,House,,1,,,2020
458,2021-04-29,190000,Automated Valuation Model,Internal Valuation Team,829,5.23,House,,1,,,2021
458,2022-04-29,196000,Income Capitalization,RICS Registered Valuer,932,5.7,House,,1,,,2022
458,2023-04-29,203000,Automated Valuation Model,Independent Surveyor,713,4.21,House,,1,,,2023
458,2024-04-28,216000,Income Capitalization,Internal Valuation Team,1073,5.96,House,,1,,,2024
458,2025-04-28,232000,Automated Valuation Model,Automated System,841,4.35,House,,1,,,2025
459,2020-04-29,203000,Cost Approach,Internal Valuation Team,698,4.12,Flat,,4,,,2020
459,2021-04-29,209000,Automated Valuation Model,Independent Surveyor,958,5.5,Flat,,4,,,2021
459,2022-04-29,222000,Income Capitalization,Independent Surveyor,1051,5.68,Flat,,4,,,2022
459,2023-04-29,230000,Income Capitalization,Jackson Inc Valuations,939,4.9,Flat,,4,,,2023
459,2024-04-28,243000,Automated Valuation Model,Automated System,889,4.39,Flat,,4,,,2024
459,2025-04-28,259000,Income Capitalization,Automated System,961,4.45,Flat,,4,,,2025
460,2020-04-29,176000,Income Capitalization,Internal Valuation Team,824,5.62,Flat,,3,,,2020
460,2021-04-29,186000,Comparative Market Analysis,RICS Registered Valuer,815,5.26,Flat,,3,,,2021
460,2022-04-29,192000,Comparative Market Analysis,Independent Surveyor,685,4.28,Flat,,3,,,2022
460,2023-04-29,206000,Comparative Market Analysis,Independent Surveyor,882,5.14,Flat,,3,,,2023
460,2024-04-28,214000,On-site Professional Valuation,Automated System,974,5.46,Flat,,3,,,2024
460,2025-04-28,222000,Automated Valuation Model,O'Sullivan-Taylor Valuations,817,4.41,Flat,,3,,,2025
461,2020-04-29,250000,On-site Professional Valuation,RICS Registered Valuer,1091,5.24,House,,3,,,2020
461,2021-04-29,268000,Automated Valuation Model,Internal Valuation Team,1089,4.88,House,,3,,,2021
461,2022-04-29,283000,On-site Professional Valuation,Independent Surveyor,1003,4.25,House,,3,,,2022
461,2023-04-29,293000,Comparative Market Analysis,"Stokes, Porter and Jenkins Valuations",1220,5.0,House,,3,,,2023
461,2024-04-28,310000,Cost Approach,Independent Surveyor,1045,4.05,House,,3,,,2024
461,2025-04-28,325000,Income Capitalization,Independent Surveyor,1277,4.72,House,,3,,,2025
462,2020-04-29,132000,On-site Professional Valuation,Ryan-Smith Valuations,567,5.15,Flat,,2,,,2020
462,2021-04-29,139000,Comparative Market Analysis,"Marshall, Wong and Jones Valuations",556,4.8,Flat,,2,,,2021
462,2022-04-29,148000,Automated Valuation Model,Independent Surveyor,521,4.22,Flat,,2,,,2022
462,2023-04-29,158000,Automated Valuation Model,Independent Surveyor,535,4.06,Flat,,2,,,2023
462,2024-04-28,164000,Comparative Market Analysis,RICS Registered Valuer,789,5.78,Flat,,2,,,2024
462,2025-04-28,170000,Cost Approach,Internal Valuation Team,798,5.63,Flat,,2,,,2025
463,2020-04-29,136000,On-site Professional Valuation,Thomas Inc Valuations,470,4.15,Flat,,2,,,2020
463,2021-04-29,145000,Comparative Market Analysis,Independent Surveyor,668,5.53,Flat,,2,,,2021
463,2022-04-29,156000,On-site Professional Valuation,"Talbot, Joyce and Griffiths Valuations",767,5.9,Flat,,2,,,2022
463,2023-04-29,168000,Automated Valuation Model,RICS Registered Valuer,809,5.78,Flat,,2,,,2023
463,2024-04-28,176000,Comparative Market Analysis,Automated System,599,4.08,Flat,,2,,,2024
463,2025-04-28,185000,Automated Valuation Model,Automated System,817,5.3,Flat,,2,,,2025
464,2020-04-29,118000,Income Capitalization,Internal Valuation Team,560,5.7,Flat,,1,,,2020
464,2021-04-29,127000,Income Capitalization,"Banks, Bray and Middleton Valuations",429,4.05,Flat,,1,,,2021
464,2022-04-29,135000,Comparative Market Analysis,Edwards Ltd Valuations,535,4.76,Flat,,1,,,2022
464,2023-04-29,142000,Automated Valuation Model,RICS Registered Valuer,565,4.77,Flat,,1,,,2023
464,2024-04-28,149000,Income Capitalization,Internal Valuation Team,603,4.85,Flat,,1,,,2024
464,2025-04-28,157000,Cost Approach,Independent Surveyor,758,5.79,Flat,,1,,,2025
465,2020-04-29,150000,Comparative Market Analysis,RICS Registered Valuer,609,4.87,Block of Flats,,2,,,2020
465,2021-04-29,156000,Income Capitalization,Automated System,673,5.18,Block of Flats,,2,,,2021
465,2022-04-29,167000,On-site Professional Valuation,Gregory Group Valuations,804,5.78,Block of Flats,,2,,,2022
465,2023-04-29,172000,Income Capitalization,Internal Valuation Team,803,5.6,Block of Flats,,2,,,2023
465,2024-04-28,178000,Income Capitalization,Independent Surveyor,631,4.25,Block of Flats,,2,,,2024
465,2025-04-28,184000,Income Capitalization,Independent Surveyor,721,4.7,Block of Flats,,2,,,2025
466,2020-04-29,270000,Comparative Market Analysis,Internal Valuation Team,1079,4.8,House,,4,,,2020
466,2021-04-29,279000,Income Capitalization,Automated System,1366,5.88,House,,4,,,2021
466,2022-04-29,297000,Income Capitalization,Automated System,1393,5.63,House,,4,,,2022
466,2023-04-29,317000,On-site Professional Valuation,Independent Surveyor,1554,5.88,House,,4,,,2023
466,2024-04-28,340000,Cost Approach,Independent Surveyor,1272,4.49,House,,4,,,2024
466,2025-04-28,362000,Comparative Market Analysis,Independent Surveyor,1510,5.01,House,,4,,,2025
467,2020-04-29,156000,On-site Professional Valuation,Automated System,703,5.41,Flat,,2,,,2020
467,2021-04-29,163000,Income Capitalization,"Ferguson, Johnson and Ward Valuations",599,4.41,Flat,,2,,,2021
467,2022-04-29,170000,Income Capitalization,Internal Valuation Team,777,5.48,Flat,,2,,,2022
467,2023-04-29,178000,Income Capitalization,Internal Valuation Team,836,5.63,Flat,,2,,,2023
467,2024-04-28,192000,Automated Valuation Model,Internal Valuation Team,863,5.4,Flat,,2,,,2024
467,2025-04-28,198000,Cost Approach,Independent Surveyor,936,5.67,Flat,,2,,,2025
468,2020-04-29,147000,Comparative Market Analysis,Internal Valuation Team,564,4.6,Flat,,2,,,2020
468,2021-04-29,153000,Automated Valuation Model,Internal Valuation Team,665,5.22,Flat,,2,,,2021
468,2022-04-29,165000,Comparative Market Analysis,RICS Registered Valuer,656,4.77,Flat,,2,,,2022
468,2023-04-29,171000,Automated Valuation Model,Harrison Inc Valuations,623,4.37,Flat,,2,,,2023
468,2024-04-28,177000,On-site Professional Valuation,Independent Surveyor,680,4.61,Flat,,2,,,2024
468,2025-04-28,191000,Cost Approach,Independent Surveyor,926,5.82,Flat,,2,,,2025
469,2020-04-29,130000,Comparative Market Analysis,Independent Surveyor,561,5.18,Flat,,1,,,2020
469,2021-04-29,139000,Automated Valuation Model,Internal Valuation Team,607,5.24,Flat,,1,,,2021
469,2022-04-29,148000,Cost Approach,Carter-Woods Valuations,630,5.11,Flat,,1,,,2022
469,2023-04-29,156000,On-site Professional Valuation,Hutchinson-Knight Valuations,669,5.15,Flat,,1,,,2023
469,2024-04-28,163000,Automated Valuation Model,RICS Registered Valuer,804,5.92,Flat,,1,,,2024
469,2025-04-28,169000,Cost Approach,Internal Valuation Team,568,4.03,Flat,,1,,,2025
470,2020-04-29,135000,Cost Approach,Independent Surveyor,624,5.54,Flat,,1,,,2020
