inspectionid,propertyid,lastinspectiondate,inspector,outcome,notes,inspection_type,buildingregistrationdate,property_age_years,patchid,patchname,days_since_last_inspection,compliance_outcome,follow_up_required,backlog_flag,compliance_severity
1892,467,2024-07-04,Inspector 2,Fail,Inspection notes for property 467,Gas Safety,1952-01-01,73,8,West Patch 2,181,Pass,False,False,None
1893,467,2024-01-22,Inspector 7,Fail,Inspection notes for property 467,General HHSRS,1952-01-01,73,8,West Patch 2,345,Pass,False,False,None
1894,467,2022-04-22,Inspector 7,Fail,Inspection notes for property 467,Fire Safety,1952-01-01,73,8,West Patch 2,985,Pass,False,False,None
1895,468,2021-09-14,Inspector 6,Pass,Inspection notes for property 468,Electrical,1952-01-01,73,1,North Patch 1,1205,Pass,False,False,None
1896,468,2023-09-13,Inspector 7,Fail,Inspection notes for property 468,Electrical,1952-01-01,73,1,North Patch 1,476,Pass,False,False,None
1897,468,2022-04-16,Inspector 9,Needs Attention,Inspection notes for property 468,Electrical,1952-01-01,73,1,North Patch 1,991,Fail,True,True,Low
1898,468,2022-03-02,Inspector 9,Pass,Inspection notes for property 468,Fire Safety,1952-01-01,73,1,North Patch 1,1036,Pass,False,False,None
1899,468,2024-10-08,Inspector 10,Needs Attention,Inspection notes for property 468,Gas Safety,1952-01-01,73,1,North Patch 1,85,Pass,False,False,None
1900,469,2021-02-11,Inspector 4,Needs Attention,Inspection notes for property 469,General HHSRS,1952-01-01,73,5,South Patch 1,1420,Pass,False,False,None
1901,469,2023-05-10,Inspector 6,Pass,Inspection notes for property 469,Electrical,1952-01-01,73,5,South Patch 1,602,Pass,False,False,None
1902,469,2020-04-22,Inspector 1,Fail,Inspection notes for property 469,Fire Safety,1952-01-01,73,5,South Patch 1,1715,Pass,False,False,None
1903,469,2022-03-06,Inspector 3,Pass,Inspection notes for property 469,General HHSRS,1952-01-01,73,5,South Patch 1,1032,Pass,False,False,None
1904,469,2023-02-13,Inspector 6,Pass,Inspection notes for property 469,Fire Safety,1952-01-01,73,5,South Patch 1,688,Pass,False,False,None
1905,469,2022-01-07,Inspector 3,Needs Attention,Inspection notes for property 469,Electrical,1952-01-01,73,5,South Patch 1,1090,Pass,False,False,None
1906,470,2023-11-24,Inspector 4,Pass,Inspection notes for property 470,Fire Safety,1952-01-01,73,4,East Patch 2,404,Pass,False,False,None
1907,470,2024-04-21,Inspector 2,Needs Attention,Inspection notes for property 470,Water Hygiene,1952-01-01,73,4,East Patch 2,255,Advisory,True,False,Low
1908,470,2024-10-04,Inspector 7,Needs Attention,Inspection notes for property 470,Gas Safety,1952-01-01,73,4,East Patch 2,89,Advisory,True,False,Medium
1909,471,2022-12-29,Inspector 1,Needs Attention,Inspection notes for property 471,Gas Safety,1952-01-01,73,5,South Patch 1,734,Pass,False,False,None
1910,471,2021-12-05,Inspector 10,Pass,Inspection notes for property 471,Fire Safety,1952-01-01,73,5,South Patch 1,1123,Pass,False,False,None
1911,471,2020-05-19,Inspector 10,Pass,Inspection notes for property 471,Gas Safety,1952-01-01,73,5,South Patch 1,1688,Pass,False,False,None
1912,471,2024-03-04,Inspector 6,Pass,Inspection notes for property 471,General HHSRS,1952-01-01,73,5,South Patch 1,303,Pass,False,False,None
1913,471,2023-09-15,Inspector 2,Pass,Inspection notes for property 471,Water Hygiene,1952-01-01,73,5,South Patch 1,474,Pass,False,False,None
1914,472,2024-03-28,Inspector 3,Fail,Inspection notes for property 472,Gas Safety,1952-01-01,73,8,West Patch 2,279,Pass,False,False,None
1915,472,2024-04-17,Inspector 9,Needs Attention,Inspection notes for property 472,Gas Safety,1952-01-01,73,8,West Patch 2,259,Pass,False,False,None
1916,472,2022-11-06,Inspector 7,Needs Attention,Inspection notes for property 472,Electrical,1952-01-01,73,8,West Patch 2,787,Pass,False,False,None
1917,472,2022-03-08,Inspector 1,Fail,Inspection notes for property 472,General HHSRS,1952-01-01,73,8,West Patch 2,1030,Pass,False,False,None
1918,472,2024-03-15,Inspector 1,Needs Attention,Inspection notes for property 472,Electrical,1952-01-01,73,8,West Patch 2,292,Advisory,True,False,High
1919,473,2020-12-11,Inspector 3,Needs Attention,Inspection notes for property 473,Gas Safety,1952-01-01,73,3,East Patch 1,1482,Fail,True,True,Medium
1920,473,2025-06-01,Inspector 7,Fail,Inspection notes for property 473,Gas Safety,1952-01-01,73,3,East Patch 1,-151,Pass,False,False,None
1921,473,2020-02-03,Inspector 8,Needs Attention,Inspection notes for property 473,Electrical,1952-01-01,73,3,East Patch 1,1794,Pass,False,False,None
1922,473,2020-05-06,Inspector 5,Needs Attention,Inspection notes for property 473,Fire Safety,1952-01-01,73,3,East Patch 1,1701,Advisory,True,False,High
1923,473,2023-05-13,Inspector 4,Fail,Inspection notes for property 473,Electrical,1952-01-01,73,3,East Patch 1,599,Fail,True,True,Low
1924,473,2023-07-22,Inspector 2,Needs Attention,Inspection notes for property 473,Gas Safety,1952-01-01,73,3,East Patch 1,529,Pass,False,False,None
1925,474,2020-11-29,Inspector 4,Fail,Inspection notes for property 474,General HHSRS,1952-01-01,73,4,East Patch 2,1494,Pass,False,False,None
1926,474,2024-06-10,Inspector 4,Fail,Inspection notes for property 474,Fire Safety,1952-01-01,73,4,East Patch 2,205,Pass,False,False,None
1927,474,2020-06-19,Inspector 9,Needs Attention,Inspection notes for property 474,Electrical,1952-01-01,73,4,East Patch 2,1657,Pass,False,False,None
1928,475,2022-05-27,Inspector 6,Needs Attention,Inspection notes for property 475,Gas Safety,1952-01-01,73,3,East Patch 1,950,Pass,False,False,None
1929,475,2022-10-22,Inspector 7,Pass,Inspection notes for property 475,Electrical,1952-01-01,73,3,East Patch 1,802,Pass,False,False,None
1930,475,2020-07-28,Inspector 6,Needs Attention,Inspection notes for property 475,Fire Safety,1952-01-01,73,3,East Patch 1,1618,Pass,False,False,None
1931,475,2023-12-27,Inspector 5,Pass,Inspection notes for property 475,Electrical,1952-01-01,73,3,East Patch 1,371,Pass,False,False,None
1932,475,2024-08-22,Inspector 6,Needs Attention,Inspection notes for property 475,Electrical,1952-01-01,73,3,East Patch 1,132,Advisory,True,False,Low
1933,476,2023-09-26,Inspector 5,Pass,Inspection notes for property 476,Electrical,1952-01-01,73,8,West Patch 2,463,Pass,False,False,None
1934,476,2024-09-17,Inspector 4,Needs Attention,Inspection notes for property 476,Electrical,1952-01-01,73,8,West Patch 2,106,Pass,False,False,None
1935,477,2024-10-01,Inspector 9,Pass,Inspection notes for property 477,Electrical,1952-01-01,73,1,North Patch 1,92,Pass,False,False,None
1936,477,2024-11-23,Inspector 4,Fail,Inspection notes for property 477,General HHSRS,1952-01-01,73,1,North Patch 1,39,Pass,False,False,None
1937,477,2021-11-18,Inspector 10,Pass,Inspection notes for property 477,Fire Safety,1952-01-01,73,1,North Patch 1,1140,Fail,True,True,Low
1938,477,2020-08-24,Inspector 8,Pass,Inspection notes for property 477,General HHSRS,1952-01-01,73,1,North Patch 1,1591,Pass,False,False,None
1939,478,2024-07-22,Inspector 5,Pass,Inspection notes for property 478,Gas Safety,1952-01-01,73,8,West Patch 2,163,Pass,False,False,None
1940,478,2020-11-11,Inspector 5,Fail,Inspection notes for property 478,Fire Safety,1952-01-01,73,8,West Patch 2,1512,Advisory,True,False,Low
1941,478,2023-12-26,Inspector 6,Fail,Inspection notes for property 478,Fire Safety,1952-01-01,73,8,West Patch 2,372,Pass,False,False,None
1942,478,2023-01-31,Inspector 3,Needs Attention,Inspection notes for property 478,Gas Safety,1952-01-01,73,8,West Patch 2,701,Fail,True,True,High
1943,479,2023-03-22,Inspector 7,Needs Attention,Inspection notes for property 479,General HHSRS,1952-01-01,73,1,North Patch 1,651,Pass,False,False,None
1944,479,2024-06-07,Inspector 9,Pass,Inspection notes for property 479,Electrical,1952-01-01,73,1,North Patch 1,208,Pass,False,False,None
1945,480,2020-12-08,Inspector 7,Fail,Inspection notes for property 480,General HHSRS,1952-01-01,73,4,East Patch 2,1485,Pass,False,False,None
1946,480,2020-03-16,Inspector 1,Fail,Inspection notes for property 480,Gas Safety,1952-01-01,73,4,East Patch 2,1752,Pass,False,False,None
1947,480,2024-03-24,Inspector 8,Pass,Inspection notes for property 480,Gas Safety,1952-01-01,73,4,East Patch 2,283,Advisory,True,False,Low
1948,480,2024-07-21,Inspector 4,Pass,Inspection notes for property 480,Fire Safety,1952-01-01,73,4,East Patch 2,164,Advisory,True,False,High
1949,480,2021-05-30,Inspector 3,Needs Attention,Inspection notes for property 480,Gas Safety,1952-01-01,73,4,East Patch 2,1312,Pass,False,False,None
1950,480,2022-07-04,Inspector 9,Needs Attention,Inspection notes for property 480,Gas Safety,1952-01-01,73,4,East Patch 2,912,Pass,False,False,None
1951,481,2020-07-10,Inspector 6,Fail,Inspection notes for property 481,Fire Safety,1952-01-01,73,4,East Patch 2,1636,Advisory,True,False,High
1952,481,2023-06-03,Inspector 5,Fail,Inspection notes for property 481,Fire Safety,1952-01-01,73,4,East Patch 2,578,Fail,True,True,Medium
1953,481,2020-12-04,Inspector 7,Pass,Inspection notes for property 481,Electrical,1952-01-01,73,4,East Patch 2,1489,Pass,False,False,None
1954,481,2020-09-26,Inspector 7,Pass,Inspection notes for property 481,Electrical,1952-01-01,73,4,East Patch 2,1558,Pass,False,False,None
1955,481,2021-08-27,Inspector 10,Pass,Inspection notes for property 481,Water Hygiene,1952-01-01,73,4,East Patch 2,1223,Pass,False,False,None
1956,481,2021-11-24,Inspector 8,Pass,Inspection notes for property 481,Water Hygiene,1952-01-01,73,4,East Patch 2,1134,Advisory,True,False,Low
1957,482,2020-12-10,Inspector 5,Needs Attention,Inspection notes for property 482,Electrical,1952-01-01,73,6,South Patch 2,1483,Pass,False,False,None
1958,482,2022-04-13,Inspector 2,Fail,Inspection notes for property 482,Gas Safety,1952-01-01,73,6,South Patch 2,994,Pass,False,False,None
1959,482,2024-02-16,Inspector 5,Pass,Inspection notes for property 482,Electrical,1952-01-01,73,6,South Patch 2,320,Advisory,True,False,Low
1960,483,2021-05-11,Inspector 6,Fail,Inspection notes for property 483,General HHSRS,1952-01-01,73,5,South Patch 1,1331,Pass,False,False,None
1961,483,2024-05-09,Inspector 3,Needs Attention,Inspection notes for property 483,Fire Safety,1952-01-01,73,5,South Patch 1,237,Pass,False,False,None
1962,483,2023-08-19,Inspector 8,Fail,Inspection notes for property 483,Gas Safety,1952-01-01,73,5,South Patch 1,501,Pass,False,False,None
1963,483,2021-07-06,Inspector 3,Pass,Inspection notes for property 483,General HHSRS,1952-01-01,73,5,South Patch 1,1275,Pass,False,False,None
1964,484,2024-08-11,Inspector 6,Fail,Inspection notes for property 484,Gas Safety,1952-01-01,73,6,South Patch 2,143,Pass,False,False,None
1965,484,2022-10-14,Inspector 10,Needs Attention,Inspection notes for property 484,Electrical,1952-01-01,73,6,South Patch 2,810,Pass,False,False,None
1966,484,2022-10-08,Inspector 6,Needs Attention,Inspection notes for property 484,Electrical,1952-01-01,73,6,South Patch 2,816,Pass,False,False,None
1967,484,2023-04-27,Inspector 6,Pass,Inspection notes for property 484,Fire Safety,1952-01-01,73,6,South Patch 2,615,Pass,False,False,None
1968,484,2022-05-10,Inspector 9,Fail,Inspection notes for property 484,Gas Safety,1952-01-01,73,6,South Patch 2,967,Advisory,True,False,Medium
1969,485,2021-06-08,Inspector 1,Needs Attention,Inspection notes for property 485,Gas Safety,1952-01-01,73,5,South Patch 1,1303,Advisory,True,False,High
1970,485,2021-02-25,Inspector 9,Pass,Inspection notes for property 485,Fire Safety,1952-01-01,73,5,South Patch 1,1406,Pass,False,False,None
1971,486,2023-06-13,Inspector 7,Pass,Inspection notes for property 486,Fire Safety,1952-01-01,73,6,South Patch 2,568,Pass,False,False,None
1972,486,2022-03-11,Inspector 2,Pass,Inspection notes for property 486,General HHSRS,1952-01-01,73,6,South Patch 2,1027,Pass,False,False,None
1973,487,2021-04-29,Inspector 2,Fail,Inspection notes for property 487,Fire Safety,1952-01-01,73,3,East Patch 1,1343,Pass,False,False,None
1974,487,2022-06-14,Inspector 9,Fail,Inspection notes for property 487,Gas Safety,1952-01-01,73,3,East Patch 1,932,Pass,False,False,None
1975,487,2024-06-08,Inspector 3,Needs Attention,Inspection notes for property 487,Fire Safety,1952-01-01,73,3,East Patch 1,207,Pass,False,False,None
1976,487,2022-08-11,Inspector 7,Pass,Inspection notes for property 487,Water Hygiene,1952-01-01,73,3,East Patch 1,874,Pass,False,False,None
1977,487,2023-03-27,Inspector 2,Fail,Inspection notes for property 487,Fire Safety,1952-01-01,73,3,East Patch 1,646,Pass,False,False,None
1978,488,2022-09-05,Inspector 4,Needs Attention,Inspection notes for property 488,Gas Safety,1952-01-01,73,4,East Patch 2,849,Pass,False,False,None
1979,488,2022-05-29,Inspector 2,Fail,Inspection notes for property 488,General HHSRS,1952-01-01,73,4,East Patch 2,948,Pass,False,False,None
1980,488,2024-11-11,Inspector 9,Pass,Inspection notes for property 488,General HHSRS,1952-01-01,73,4,East Patch 2,51,Pass,False,False,None
1981,488,2024-05-04,Inspector 4,Fail,Inspection notes for property 488,Fire Safety,1952-01-01,73,4,East Patch 2,242,Pass,False,False,None
1982,488,2024-11-25,Inspector 10,Fail,Inspection notes for property 488,General HHSRS,1952-01-01,73,4,East Patch 2,37,Pass,False,False,None
1983,488,2020-07-18,Inspector 6,Fail,Inspection notes for property 488,Gas Safety,1952-01-01,73,4,East Patch 2,1628,Advisory,True,False,Low
1984,489,2024-10-10,Inspector 4,Pass,Inspection notes for property 489,Gas Safety,1952-01-01,73,1,North Patch 1,83,Advisory,True,False,High
1985,489,2022-09-15,Inspector 5,Fail,Inspection notes for property 489,Fire Safety,1952-01-01,73,1,North Patch 1,839,Pass,False,False,None
1986,489,2024-03-02,Inspector 2,Pass,Inspection notes for property 489,Fire Safety,1952-01-01,73,1,North Patch 1,305,Pass,False,False,None
1987,490,2022-10-22,Inspector 2,Fail,Inspection notes for property 490,Electrical,1952-01-01,73,5,South Patch 1,802,Pass,False,False,None
1988,490,2022-07-19,Inspector 7,Needs Attention,Inspection notes for property 490,Gas Safety,1952-01-01,73,5,South Patch 1,897,Pass,False,False,None
1989,490,2021-04-28,Inspector 5,Pass,Inspection notes for property 490,Gas Safety,1952-01-01,73,5,South Patch 1,1344,Pass,False,False,None
1990,490,2024-07-23,Inspector 7,Fail,Inspection notes for property 490,Electrical,1952-01-01,73,5,South Patch 1,162,Advisory,True,False,Medium
1991,491,2023-12-19,Inspector 6,Fail,Inspection notes for property 491,General HHSRS,1952-01-01,73,8,West Patch 2,379,Pass,False,False,None
1992,491,2022-05-31,Inspector 9,Needs Attention,Inspection notes for property 491,Fire Safety,1952-01-01,73,8,West Patch 2,946,Advisory,True,False,High
1993,491,2021-04-03,Inspector 7,Fail,Inspection notes for property 491,Electrical,1952-01-01,73,8,West Patch 2,1369,Pass,False,False,None
1994,492,2022-11-24,Inspector 1,Needs Attention,Inspection notes for property 492,Fire Safety,1952-01-01,73,5,South Patch 1,769,Pass,False,False,None
1995,492,2023-12-19,Inspector 2,Needs Attention,Inspection notes for property 492,General HHSRS,1952-01-01,73,5,South Patch 1,379,Advisory,True,False,Low
1996,492,2021-01-11,Inspector 10,Pass,Inspection notes for property 492,Electrical,1952-01-01,73,5,South Patch 1,1451,Pass,False,False,None
1997,492,2021-09-05,Inspector 6,Pass,Inspection notes for property 492,Water Hygiene,1952-01-01,73,5,South Patch 1,1214,Pass,False,False,None
1998,492,2022-04-07,Inspector 3,Fail,Inspection notes for property 492,Fire Safety,1952-01-01,73,5,South Patch 1,1000,Pass,False,False,None
1999,492,2024-10-06,Inspector 7,Fail,Inspection notes for property 492,Fire Safety,1952-01-01,73,5,South Patch 1,87,Pass,False,False,None
2000,493,2022-07-21,Inspector 3,Needs Attention,Inspection notes for property 493,Fire Safety,1952-01-01,73,1,North Patch 1,895,Fail,True,True,High
2001,493,2021-06-30,Inspector 10,Pass,Inspection notes for property 493,Fire Safety,1952-01-01,73,1,North Patch 1,1281,Pass,False,False,None
2002,494,2020-11-23,Inspector 4,Fail,Inspection notes for property 494,Fire Safety,1952-01-01,73,6,South Patch 2,1500,Fail,True,True,High
2003,494,2022-06-01,Inspector 3,Needs Attention,Inspection notes for property 494,Water Hygiene,1952-01-01,73,6,South Patch 2,945,Fail,True,False,Low
2004,494,2023-11-13,Inspector 6,Pass,Inspection notes for property 494,Fire Safety,1952-01-01,73,6,South Patch 2,415,Advisory,True,False,Low
2005,495,2024-12-30,Inspector 6,Fail,Inspection notes for property 495,Fire Safety,1952-01-01,73,5,South Patch 1,2,Pass,False,False,None
2006,495,2023-05-21,Inspector 5,Needs Attention,Inspection notes for property 495,General HHSRS,1952-01-01,73,5,South Patch 1,591,Pass,False,False,None
2007,495,2021-02-26,Inspector 8,Needs Attention,Inspection notes for property 495,Gas Safety,1952-01-01,73,5,South Patch 1,1405,Advisory,True,False,High
2008,495,2022-04-10,Inspector 7,Fail,Inspection notes for property 495,General HHSRS,1952-01-01,73,5,South Patch 1,997,Pass,False,False,None
2009,495,2020-07-06,Inspector 9,Fail,Inspection notes for property 495,Fire Safety,1952-01-01,73,5,South Patch 1,1640,Pass,False,False,None
2010,495,2020-10-15,Inspector 6,Pass,Inspection notes for property 495,Gas Safety,1952-01-01,73,5,South Patch 1,1539,Pass,False,False,None
2011,496,2022-04-09,Inspector 6,Pass,Inspection notes for property 496,Fire Safety,1952-01-01,73,7,West Patch 1,998,Pass,False,False,None
2012,496,2021-09-28,Inspector 3,Needs Attention,Inspection notes for property 496,Fire Safety,1952-01-01,73,7,West Patch 1,1191,Pass,False,False,None
2013,496,2022-09-12,Inspector 5,Needs Attention,Inspection notes for property 496,Water Hygiene,1952-01-01,73,7,West Patch 1,842,Pass,False,False,None
2014,496,2021-06-04,Inspector 7,Needs Attention,Inspection notes for property 496,Fire Safety,1952-01-01,73,7,West Patch 1,1307,Pass,False,False,None
2015,496,2021-02-21,Inspector 10,Pass,Inspection notes for property 496,Gas Safety,1952-01-01,73,7,West Patch 1,1410,Advisory,True,False,High
